submission_date,state,prob_cases,tot_death
586,26,783.0,871
754,22,2475.0,1206
208,24,0.0,0
514,7,1336.0,2778
766,22,3267.0,1253
685,0,6694.0,3186
125,24,205552.0,4069
184,3,6.0,0
673,14,0.0,2
733,14,0.0,2
839,11,55699.0,18816
768,15,428527.0,12879
218,21,149399.0,18347
346,14,0.0,2
297,0,362746.0,19624
656,20,179222.0,33659
202,3,16.0,1
318,20,351001.0,40168
662,3,44134.0,7041
52,11,24286.0,14383
959,3,15216.0,3846
98,22,261553.0,12425
664,14,0.0,2
421,0,255.0,821
561,7,609120.0,38821
467,26,151072.0,12496
76,24,7039.0,1841
966,7,384047.0,30882
697,20,6090.0,23394
379,24,15.0,110
304,21,310.0,471
516,7,591410.0,38447
245,20,141413.0,31224
919,25,3.0,0
264,0,361844.0,19588
369,7,566434.0,37969
915,7,40515.0,9102
277,20,1876.0,8336
260,20,146261.0,31499
684,0,425436.0,20285
276,26,484960.0,26029
323,7,218275.0,19975
709,21,6562.0,4165
218,14,0.0,2
155,27,0.0,4411
173,25,0.0,0
601,20,5400.0,23233
163,20,0.0,0
195,15,356807.0,12255
173,27,0.0,1975
938,3,71113.0,9193
379,14,0.0,2
934,15,219545.0,10262
427,21,2395.0,2149
79,21,118601.0,11430
519,20,393852.0,40750
781,14,0.0,2
403,14,0.0,2
849,26,614411.0,28017
979,25,0.0,0
116,15,351139.0,11697
789,15,429587.0,12912
851,14,0.0,3
992,11,76272.0,20075
569,11,46471.0,18020
614,24,19853.0,2570
36,15,92551.0,6384
269,22,93443.0,7175
154,15,112547.0,7023
202,26,0.0,0
699,0,429062.0,20318
612,24,466571.0,4767
195,0,359218.0,19416
554,11,46261.0,18011
34,21,98304.0,10281
938,15,219965.0,10285
671,26,181213.0,13096
349,27,0.0,56
502,20,4828.0,22855
74,7,528909.0,33053
588,22,308574.0,14555
789,3,159850.0,13288
706,3,4358.0,1945
429,26,497058.0,26477
555,3,147942.0,12842
522,0,383898.0,19834
617,3,42442.0,6951
747,27,0.0,4989
130,20,104172.0,28825
401,26,149025.0,12380
454,26,174.0,418
119,24,205372.0,4060
951,20,29977.0,24187
386,15,122384.0,7375
680,24,26161.0,2732
195,25,0.0,0
134,26,473884.0,23990
359,22,95056.0,7271
364,14,0.0,2
304,24,2.0,51
361,27,0.0,66
642,22,319625.0,14593
833,26,266073.0,15687
5,26,321247.0,20902
828,24,549081.0,5183
753,27,0.0,5001
915,14,0.0,2
259,3,429.0,126
430,7,29.0,2052
700,24,187.0,420
811,15,10074.0,3316
743,14,0.0,2
498,15,373502.0,12502
477,26,506945.0,26555
666,20,430817.0,41394
124,11,29149.0,15788
941,7,53159.0,9567
398,24,16664.0,2454
957,21,41233.0,7187
840,25,0.0,17
800,24,31601.0,3153
376,15,89.0,782
257,26,136191.0,11922
821,3,55167.0,7733
368,15,122010.0,7363
559,27,247.0,220
244,0,44.0,41
537,3,146331.0,12777
227,20,135332.0,30871
962,24,34618.0,3276
550,15,817.0,1658
625,20,5532.0,23282
448,7,32.0,2160
623,27,0.0,2471
950,24,34409.0,3274
555,11,160356.0,21035
439,3,2572.0,1494
239,20,139871.0,31107
380,11,44650.0,17742
854,21,281800.0,23616
906,21,314398.0,25643
593,26,156775.0,12676
603,14,0.0,37
381,11,145405.0,20393
887,26,15043.0,3478
694,21,6339.0,4076
657,0,417643.0,20217
288,11,136173.0,20167
546,26,526870.0,26769
83,24,201402.0,3925
79,26,109271.0,9900
366,24,273546.0,4232
832,14,0.0,2
779,21,247553.0,21820
37,20,331957.0,37235
306,22,280126.0,14173
396,25,0.0,0
165,20,340817.0,39877
669,11,166243.0,21342
251,25,0.0,0
94,22,86979.0,6505
524,22,97038.0,7395
685,7,10491.0,5156
273,11,135367.0,20143
999,21,72044.0,8962
810,11,172292.0,21706
255,26,484126.0,25647
702,15,416156.0,12766
418,26,134.0,343
975,14,0.0,2
436,0,270.0,903
228,24,209559.0,4159
876,3,61539.0,8186
422,0,123487.0,11392
637,14,0.0,2
307,26,15.0,148
810,22,344961.0,14805
607,27,333.0,293
950,3,72617.0,9380
308,24,13899.0,2215
880,15,215258.0,10098
353,14,0.0,2
855,21,10780.0,5083
36,20,71671.0,26212
869,7,27338.0,7844
91,22,86669.0,6471
635,11,47872.0,18096
341,20,161831.0,32629
583,3,3326.0,1763
395,3,37666.0,6472
390,22,282178.0,14380
510,27,0.0,4816
206,27,0.0,2037
181,20,0.0,1
943,15,36931.0,4525
648,3,154596.0,13073
572,20,169497.0,33482
74,22,255907.0,12193
348,27,0.0,4747
987,15,62399.0,5325
610,21,4764.0,3442
330,0,363639.0,19650
862,11,56509.0,18911
933,21,22159.0,6378
73,11,26008.0,14900
247,24,0.0,3
165,0,354722.0,19248
62,26,420389.0,22452
813,22,345437.0,14884
763,11,2042.0,9320
142,24,7976.0,2008
973,25,0.0,0
572,15,127695.0,7590
748,0,12417.0,3709
251,0,111692.0,10992
497,11,46144.0,17977
255,14,0.0,33
440,20,166621.0,33277
607,7,5846.0,3642
265,3,489.0,150
749,27,0.0,2753
944,26,287496.0,17399
284,21,161909.0,18827
623,15,138466.0,7805
971,0,54883.0,6244
254,7,208139.0,19176
166,3,0.0,0
484,3,2781.0,1638
273,26,484888.0,26021
807,0,443877.0,20503
799,26,7393.0,2454
726,0,435068.0,20380
25,26,359574.0,21302
697,3,4298.0,1937
109,27,0.0,1790
833,11,55178.0,18783
623,7,251881.0,21723
326,15,120859.0,7295
601,26,994.0,967
242,25,0.0,0
873,24,322.0,811
315,15,359015.0,12436
785,25,0.0,0
164,11,31523.0,16333
992,26,304297.0,20613
174,26,480692.0,24712
849,21,763762.0,40037
155,0,353563.0,19185
643,21,5373.0,3673
161,27,0.0,1949
932,15,219470.0,10262
263,11,38253.0,17341
429,7,574473.0,38198
603,20,417312.0,41075
699,21,723380.0,39406
728,24,29436.0,2945
9,22,185474.0,11650
19,25,0.0,0
705,0,431196.0,20329
3,15,233878.0,10450
963,20,35317.0,24339
179,25,0.0,0
472,3,2712.0,1599
305,7,215571.0,19784
35,15,281977.0,10642
578,26,154737.0,12639
312,24,226134.0,4190
88,22,86360.0,6440
98,14,0.0,23
115,27,0.0,1796
668,25,0.0,0
833,7,363581.0,27335
320,25,0.0,0
641,22,108252.0,7596
292,26,13.0,124
935,20,23858.0,24018
621,11,163528.0,21176
166,0,0.0,1
566,0,127730.0,11614
533,22,97233.0,7404
984,24,43067.0,3288
205,0,0.0,3
428,26,149993.0,12446
66,3,0.0,0
341,0,117167.0,11202
84,3,0.0,0
426,22,283787.0,14420
25,14,0.0,20
712,3,4460.0,1952
107,15,348078.0,11558
566,22,98506.0,7426
30,0,82351.0,8486
445,27,0.0,120
732,27,0.0,4989
339,24,248464.0,4207
587,22,100513.0,7467
746,11,51996.0,18369
83,21,580550.0,34217
570,3,149447.0,12887
959,7,64689.0,10031
472,21,2960.0,2557
931,11,7504.0,10735
83,0,339485.0,18172
3,26,319910.0,20881
106,11,28326.0,15506
715,14,0.0,2
503,27,0.0,2337
657,27,0.0,4940
109,14,0.0,2
760,14,0.0,2
786,27,0.0,5011
788,20,195143.0,34214
693,26,586590.0,27421
951,11,9303.0,11186
716,7,320873.0,23120
525,27,0.0,4834
835,3,6514.0,2153
99,3,0.0,0
641,3,43275.0,6998
518,14,0.0,2
209,3,29086.0,6060
985,21,63020.0,8456
797,20,196222.0,34283
527,7,231453.0,21443
269,20,148430.0,31652
783,20,447958.0,41891
997,15,69269.0,5593
418,7,24.0,1909
994,7,402072.0,31297
211,15,16.0,59
306,24,221730.0,4186
620,0,136956.0,11843
621,15,402297.0,12665
728,26,220471.0,13721
976,14,0.0,8
861,3,7479.0,2211
467,22,95915.0,7354
907,20,16650.0,23851
791,27,0.0,2905
620,20,174362.0,33559
761,24,30723.0,3063
291,24,217376.0,4184
158,26,123393.0,11411
121,11,28912.0,15746
987,7,87551.0,10631
718,3,4538.0,1966
930,14,0.0,3
388,11,0.0,6268
314,14,0.0,2
807,26,609828.0,27875
376,27,0.0,75
281,15,119152.0,7228
144,14,0.0,0
426,14,0.0,34
112,20,99035.0,28342
683,22,116705.0,7813
597,24,456761.0,4728
355,20,4236.0,19869
997,20,49822.0,25007
22,7,124998.0,11662
77,15,321512.0,11170
633,26,557045.0,27118
212,26,130964.0,11681
428,3,38476.0,6580
341,26,144990.0,12204
422,21,179304.0,19861
931,20,22717.0,23994
547,3,3148.0,1706
357,22,281570.0,14346
628,25,0.0,0
396,14,0.0,34
848,11,55952.0,18834
590,22,100859.0,7468
197,24,8572.0,2068
7,3,84902.0,10335
840,24,551501.0,5206
48,3,0.0,0
579,7,609120.0,38821
986,24,43067.0,3288
272,7,210301.0,19374
713,11,50685.0,18272
913,14,0.0,2
468,14,0.0,34
874,0,214387.0,16133
398,11,45456.0,17802
304,11,0.0,2297
463,3,2681.0,1583
552,11,160356.0,21035
914,24,33772.0,3260
660,21,707809.0,39220
957,14,0.0,2
434,15,123424.0,7418
70,0,93232.0,9602
927,11,7310.0,10670
760,27,0.0,437
134,21,593199.0,35493
779,27,0.0,2869
421,21,2290.0,2098
791,26,254458.0,15055
439,24,51.0,128
53,24,193753.0,3754
359,15,121799.0,7346
678,22,326548.0,14643
861,15,14527.0,3590
421,24,37.0,121
446,14,0.0,2
49,24,6591.0,1765
974,24,36035.0,3284
827,21,270857.0,22819
490,27,0.0,155
887,24,396.0,851
507,7,591410.0,38447
346,24,8.0,86
831,20,454217.0,42097
961,11,10828.0,11435
582,20,411628.0,40966
960,25,0.0,0
462,21,645047.0,38657
637,25,0.0,0
383,22,95289.0,7286
383,21,176208.0,19528
207,27,0.0,4556
503,21,182067.0,20213
866,3,59483.0,8086
702,14,0.0,40
732,7,660828.0,39875
24,14,0.0,2
599,26,157253.0,12690
668,14,0.0,2
500,14,0.0,2
693,22,331008.0,14670
319,3,1297.0,672
459,3,139206.0,12611
205,20,1.0,12
620,15,137164.0,7791
707,27,0.0,2634
822,3,160780.0,13333
445,15,143.0,1077
704,27,0.0,2628
193,14,0.0,0
676,14,0.0,2
764,3,50780.0,7392
431,24,17047.0,2495
307,15,27.0,412
448,25,0.0,0
10,7,111044.0,11165
704,11,50052.0,18229
188,21,144552.0,17825
271,20,1461.0,6755
165,21,597090.0,36822
593,15,131075.0,7669
435,20,377252.0,40442
830,7,363190.0,27283
74,24,199648.0,3887
407,22,95431.0,7291
61,11,25273.0,14645
67,21,114131.0,11121
218,0,110319.0,10882
509,0,125162.0,11525
425,22,95535.0,7298
774,7,666170.0,40171
68,26,425369.0,22575
918,26,281994.0,16847
857,27,0.0,557
726,27,0.0,4981
790,25,0.0,0
579,0,398336.0,19976
484,0,370.0,1129
659,24,24069.0,2656
773,21,243905.0,21596
333,27,0.0,4747
107,7,544251.0,34076
483,24,380385.0,4469
535,14,0.0,2
423,24,331799.0,4355
106,3,25060.0,5790
918,15,218332.0,10229
953,26,33609.0,5009
624,0,410596.0,20107
437,11,45871.0,17886
434,21,179597.0,19861
816,24,546812.0,5174
742,26,4714.0,2025
576,7,609120.0,38821
210,24,208900.0,4153
790,22,4828.0,1349
269,21,159123.0,18744
794,22,142503.0,8995
918,3,68854.0,8878
755,7,341866.0,24460
308,25,0.0,0
41,0,309851.0,17391
279,22,279056.0,14010
619,20,5510.0,23272
436,27,0.0,113
106,0,99431.0,10151
202,15,12.0,37
407,14,0.0,2
722,24,29294.0,2917
425,11,45814.0,17868
706,14,0.0,2
675,26,578721.0,27318
965,0,51454.0,6064
12,20,58281.0,25425
886,25,0.0,0
698,14,0.0,2
266,21,158527.0,18744
583,21,4252.0,3219
861,21,11079.0,5184
313,25,0.0,0
765,11,169823.0,21588
27,0,281829.0,17097
825,15,430415.0,12928
6,26,74686.0,7025
540,25,0.0,0
97,25,0.0,0
52,26,102334.0,8859
174,22,273171.0,13278
924,11,61991.0,19309
345,7,564933.0,37806
480,24,377664.0,4464
814,21,9316.0,4947
968,0,225984.0,16578
916,26,281556.0,16829
871,26,13129.0,3207
552,22,296942.0,14473
424,15,126.0,1002
923,11,6788.0,10612
647,7,265870.0,21894
658,0,5124.0,2903
164,24,8190.0,2042
331,20,3965.0,17904
985,3,17229.0,4550
126,14,0.0,0
815,11,54588.0,18707
780,21,752056.0,39767
486,21,650437.0,38657
5,21,437375.0,29447
560,14,0.0,2
483,20,386174.0,40634
435,14,0.0,34
909,7,38306.0,8967
216,21,600088.0,37608
549,0,389891.0,19891
948,24,34376.0,3273
155,20,340621.0,39812
509,11,46144.0,17989
860,3,58843.0,8029
810,14,0.0,40
603,15,398672.0,12629
519,7,596451.0,38579
95,11,128891.0,22602
327,21,609049.0,38360
476,14,0.0,2
457,14,0.0,2
741,3,158460.0,13207
848,7,365592.0,27882
581,25,0.0,0
266,26,136952.0,11967
629,14,0.0,2
416,25,0.0,0
12,7,113762.0,11230
711,0,432900.0,20341
25,15,269197.0,10606
691,26,3058.0,1628
911,3,10882.0,2608
438,14,0.0,34
827,26,264595.0,15576
371,27,0.0,2236
97,0,98175.0,10030
537,15,380956.0,12527
331,21,641.0,799
554,14,0.0,2
366,14,0.0,34
966,27,0.0,3673
563,11,46380.0,18013
998,20,277264.0,35389
222,0,360163.0,19508
600,7,616606.0,38933
185,11,32870.0,16588
631,27,361.0,331
283,20,2250.0,9808
139,22,90104.0,6836
575,11,46503.0,18022
558,27,0.0,4847
877,20,10976.0,23704
438,0,369403.0,19724
968,24,34860.0,3278
641,14,0.0,2
567,25,0.0,0
474,24,371817.0,4449
429,3,136234.0,12547
917,26,22761.0,4128
52,0,88690.0,9199
558,21,667160.0,38920
62,0,328613.0,17774
94,26,113230.0,10469
328,7,11.0,944
418,27,0.0,106
198,3,126416.0,11860
510,0,380463.0,19809
660,0,418756.0,20226
964,15,222793.0,10331
565,14,0.0,2
14,22,67206.0,5015
438,24,341587.0,4380
628,15,2619.0,2375
821,25,0.0,0
611,14,0.0,2
566,15,126951.0,7580
836,24,32206.0,3192
580,26,719.0,843
125,25,0.0,0
881,21,12635.0,5340
101,14,0.0,23
839,14,0.0,3
853,7,24878.0,7657
802,0,17567.0,4020
714,26,593988.0,27516
359,3,36629.0,6352
751,15,7017.0,3080
425,7,227649.0,20837
313,14,0.0,2
778,7,17690.0,6822
478,15,179.0,1182
299,25,0.0,0
686,22,117655.0,7835
628,24,132.0,249
254,21,156637.0,18646
490,20,4762.0,22782
76,7,162028.0,14450
661,26,2149.0,1345
348,24,253739.0,4215
176,26,125936.0,11543
444,20,378127.0,40451
244,14,0.0,0
613,24,125.0,216
860,14,0.0,3
809,15,208673.0,9749
288,25,0.0,0
471,25,0.0,0
573,25,0.0,0
855,11,3169.0,9812
749,14,0.0,2
663,24,497128.0,4870
548,7,232730.0,21486
372,11,143634.0,20365
148,11,30622.0,16129
97,24,7344.0,1886
678,21,715584.0,39310
265,24,0.0,13
993,24,4490.0,1469
300,26,485638.0,26110
333,25,0.0,0
1000,27,0.0,3787
756,20,442826.0,41791
889,11,4538.0,10154
97,27,0.0,1748
9,14,0.0,18
225,25,0.0,0
306,11,137010.0,20181
703,15,5129.0,2855
354,25,0.0,0
465,15,368249.0,12480
429,21,634055.0,38628
846,0,445907.0,20508
260,11,38177.0,17330
376,24,15.0,109
494,14,0.0,2
400,11,0.0,6594
412,20,4472.0,21840
39,27,0.0,4019
684,26,581119.0,27329
695,20,184361.0,33799
947,21,24973.0,6946
409,27,0.0,98
243,21,601422.0,37793
668,7,281861.0,22103
125,27,0.0,4359
682,27,413.0,385
190,20,0.0,1
34,22,74515.0,5592
238,3,211.0,44
634,15,2786.0,2422
731,25,0.0,0
18,24,5612.0,1630
985,11,13618.0,12125
234,27,0.0,4702
138,0,0.0,0
215,7,201883.0,18530
222,25,0.0,0
504,24,396637.0,4519
758,20,191736.0,34067
319,14,0.0,2
80,27,0.0,4160
25,11,105783.0,20872
356,26,146159.0,12244
668,20,181106.0,33694
291,14,0.0,34
493,25,0.0,0
300,3,128660.0,12023
936,25,0.0,0
775,25,0.0,0
349,7,13.0,1211
404,14,0.0,2
277,14,0.0,2
579,11,161132.0,21068
331,11,0.0,3810
828,21,760818.0,39950
806,20,197393.0,34308
952,11,66421.0,19567
710,11,50511.0,18257
797,15,207687.0,9646
296,24,13059.0,2186
902,20,208879.0,34687
143,20,340504.0,39756
413,24,16847.0,2474
349,14,0.0,2
188,15,115033.0,7110
339,11,139097.0,20263
466,26,191.0,441
201,22,275786.0,13730
492,0,376651.0,19789
136,7,180922.0,16835
124,0,100884.0,10329
533,0,125754.0,11556
624,15,403246.0,12675
718,7,13444.0,5931
509,3,39992.0,6770
598,7,5217.0,3498
968,11,70029.0,19753
501,0,378996.0,19799
804,0,443540.0,20502
353,25,0.0,0
936,7,378641.0,30471
549,26,528020.0,26772
867,3,7733.0,2226
206,14,0.0,2
137,20,340210.0,39680
781,20,6933.0,23509
540,21,661077.0,38852
622,25,0.0,0
388,0,214.0,648
10,0,73371.0,7674
615,25,0.0,0
773,0,191167.0,14921
4,21,75007.0,9076
451,25,0.0,0
225,20,342691.0,40048
879,15,16743.0,3697
371,15,122086.0,7367
167,14,0.0,2
183,26,481402.0,24804
938,22,162800.0,11269
921,20,20130.0,23927
779,24,31197.0,3121
26,3,20855.0,5316
552,24,429955.0,4631
397,3,2283.0,1299
213,25,0.0,0
50,22,238081.0,12044
252,22,278141.0,14010
739,7,14879.0,6246
773,24,30990.0,3104
612,27,0.0,4900
904,24,33550.0,3257
574,15,1347.0,1898
101,0,344860.0,18508
646,26,1732.0,1233
698,25,0.0,0
480,14,0.0,34
221,26,132039.0,11713
666,7,646640.0,39472
52,20,79151.0,26694
318,25,0.0,0
240,0,360996.0,19558
750,3,158774.0,13230
796,7,19222.0,7021
305,24,13777.0,2207
819,27,0.0,5028
979,22,48735.0,4030
539,22,97296.0,7406
629,15,140789.0,7832
954,24,34505.0,3274
628,7,7040.0,3984
149,7,553068.0,35316
37,3,106062.0,10726
626,7,253740.0,21735
969,7,72281.0,10228
952,26,289302.0,17650
15,26,341338.0,21094
176,14,0.0,2
348,22,281213.0,14271
171,20,340817.0,39877
859,21,11006.0,5161
236,27,0.0,2101
590,21,185802.0,20467
85,27,0.0,1728
518,26,151987.0,12564
995,20,48625.0,24961
17,20,317049.0,35906
785,15,204813.0,9480
929,21,21120.0,6274
662,24,24169.0,2672
418,21,2248.0,2044
442,25,0.0,0
857,3,7299.0,2194
950,26,288633.0,17487
643,20,5665.0,23310
176,21,142113.0,17656
845,0,202622.0,15902
195,11,132509.0,23751
809,7,357508.0,26445
943,25,0.0,0
530,14,0.0,2
501,25,0.0,0
