submission_date,state,prob_cases,tot_death
276,24,214037.0,4176
440,25,0.0,0
434,14,0.0,2
296,0,114458.0,11103
322,15,29.0,500
830,21,271584.0,22819
915,20,18573.0,23896
755,24,30510.0,3053
318,14,0.0,34
342,7,564933.0,37806
194,21,145672.0,18036
281,27,0.0,2159
439,26,155.0,381
895,11,4798.0,10225
698,7,306118.0,22582
828,25,0.0,17
521,7,231150.0,21423
453,7,578130.0,38242
6,0,70254.0,7524
874,24,32935.0,3224
138,3,0.0,0
805,11,2489.0,9528
154,11,30846.0,16219
242,24,9517.0,2103
554,15,126198.0,7548
671,3,44675.0,7056
770,7,346778.0,24951
551,24,17737.0,2542
543,11,160143.0,21014
150,0,0.0,1
914,26,281044.0,16796
583,7,4297.0,3254
836,14,0.0,3
417,22,283526.0,14420
309,21,606418.0,38266
629,24,21107.0,2587
20,7,121787.0,11475
433,20,4516.0,22188
850,24,298.0,757
875,25,0.0,0
440,7,228123.0,20900
8,21,78422.0,9247
53,25,0.0,0
249,20,344249.0,40088
333,14,0.0,34
288,3,128320.0,12031
741,0,437160.0,20416
408,3,134513.0,12513
734,24,29755.0,2977
956,11,67500.0,19606
842,0,202451.0,15875
788,22,141395.0,8949
846,15,431219.0,12945
352,15,51.0,658
156,0,0.0,1
663,20,430196.0,41383
146,3,124756.0,11752
210,20,341573.0,40024
525,21,661077.0,38852
723,20,438994.0,41642
507,21,655603.0,38778
467,14,0.0,2
721,14,0.0,2
90,0,0.0,0
900,27,0.0,3325
725,3,48056.0,7225
113,11,130297.0,22856
376,26,86.0,264
335,20,161125.0,32565
548,15,126058.0,7540
417,26,495356.0,26435
68,21,571350.0,33071
756,26,603282.0,27626
75,0,0.0,0
801,15,429587.0,12912
115,22,88883.0,6665
778,15,8151.0,3190
261,15,358251.0,12402
650,21,194076.0,20580
513,14,0.0,34
731,24,29527.0,2960
965,21,48135.0,7551
655,21,5612.0,3784
635,0,141146.0,12000
310,15,27.0,432
16,15,82425.0,6010
909,27,0.0,723
188,0,105902.0,10755
236,26,133734.0,11841
349,11,0.0,4729
464,15,123876.0,7443
737,24,29877.0,2986
702,3,156884.0,13156
875,27,0.0,601
133,26,119833.0,11115
322,7,11.0,897
552,25,0.0,0
175,14,0.0,0
361,20,4280.0,20215
474,22,287117.0,14455
238,20,113.0,808
85,26,111150.0,10202
879,0,27547.0,4598
724,3,4582.0,1972
572,24,18063.0,2549
7,0,248581.0,16811
909,22,22265.0,2371
398,14,0.0,2
140,20,340433.0,39718
597,15,397049.0,12604
826,7,22520.0,7393
969,14,0.0,2
602,20,171951.0,33516
140,3,124496.0,11729
666,26,566940.0,27284
356,27,0.0,2219
56,22,243359.0,12044
337,25,0.0,0
555,21,667160.0,38920
352,14,0.0,2
115,3,25328.0,5826
70,20,86219.0,27192
216,0,359945.0,19493
844,22,8795.0,1611
794,15,207248.0,9600
4,27,0.0,1301
667,25,0.0,0
156,3,0.0,0
522,20,394580.0,40768
692,11,49769.0,18212
639,26,557721.0,27125
377,22,95241.0,7284
987,22,53005.0,4224
168,0,357711.0,19274
857,11,3225.0,9830
967,24,2763.0,1309
20,22,69381.0,5201
735,21,740043.0,39576
789,14,0.0,40
3,0,241386.0,16781
595,27,294.0,273
731,0,174086.0,13993
831,7,668448.0,40374
159,21,596279.0,36822
999,26,68723.0,6810
811,21,9203.0,4931
873,27,0.0,598
750,7,663914.0,40025
236,24,9373.0,2101
327,22,280686.0,14173
703,24,187.0,420
745,7,15035.0,6444
463,0,338.0,1041
116,7,546913.0,34335
392,22,95344.0,7290
896,11,58744.0,19117
137,22,268438.0,12990
136,0,102201.0,10451
871,22,11747.0,1865
233,24,9141.0,2100
189,26,481854.0,25035
520,27,212.0,173
337,7,11.0,1111
55,24,6654.0,1784
782,0,193502.0,15076
295,3,815.0,373
188,22,91610.0,7034
606,15,399580.0,12630
913,3,11097.0,2651
697,15,4986.0,2829
282,22,279245.0,14010
13,27,0.0,3896
680,11,49237.0,18177
848,24,32403.0,3196
595,21,4449.0,3297
209,21,148280.0,18114
753,14,0.0,40
281,3,32503.0,6157
393,25,0.0,0
702,0,430409.0,20323
798,25,0.0,17
686,20,183273.0,33766
753,20,442826.0,41791
260,3,31406.0,6126
38,22,76160.0,5722
484,24,70.0,135
456,11,155449.0,20709
85,20,90197.0,27575
64,15,102106.0,6666
360,26,488887.0,26209
499,21,3360.0,2735
205,24,0.0,0
685,21,6085.0,3986
905,22,21221.0,2307
574,26,676.0,815
804,15,429587.0,12912
602,22,101977.0,7493
634,25,0.0,0
629,21,190347.0,20530
546,24,425811.0,4615
762,3,159179.0,13240
574,14,0.0,2
632,14,0.0,2
677,25,0.0,0
972,20,229524.0,35045
521,11,46144.0,17994
241,20,154.0,1067
526,25,0.0,0
992,21,404272.0,28720
727,25,0.0,0
264,3,127770.0,11980
887,21,13289.0,5461
158,22,90673.0,6925
47,26,402165.0,22151
419,11,45759.0,17850
818,20,199443.0,34347
578,3,41235.0,6886
0,11,15733.0,12677
589,21,4367.0,3256
924,3,69453.0,9012
994,14,0.0,12
271,3,566.0,193
243,24,210344.0,4163
219,20,342021.0,40031
137,27,0.0,4372
519,26,518018.0,26670
310,3,973.0,485
171,26,480628.0,24711
867,24,316.0,802
330,11,138310.0,20247
171,24,207417.0,4133
469,21,2955.0,2554
703,26,3458.0,1725
449,21,180208.0,19980
613,15,2305.0,2263
624,24,473202.0,4784
164,27,0.0,1955
838,11,2909.0,9705
143,0,352454.0,19097
607,3,3537.0,1822
587,11,46738.0,18041
668,0,152589.0,12562
371,25,0.0,0
648,26,561352.0,27213
216,7,560146.0,36507
534,14,0.0,35
387,7,568890.0,38086
821,0,200030.0,15643
653,22,110600.0,7647
290,11,40277.0,17436
785,26,252618.0,14934
534,11,159206.0,20953
475,14,0.0,2
17,24,136679.0,3373
653,0,147791.0,12268
942,0,222982.0,16466
122,26,471173.0,23910
225,21,600088.0,37608
864,26,271932.0,16175
969,25,0.0,0
756,7,663914.0,40025
517,14,0.0,2
149,3,124878.0,11752
986,11,75464.0,20050
534,22,295646.0,14472
927,14,0.0,2
591,25,0.0,0
666,22,325323.0,14643
345,22,281213.0,14271
894,3,64378.0,8499
379,15,92.0,797
633,25,0.0,0
198,7,558511.0,36247
811,0,17808.0,4086
959,14,0.0,2
300,7,562602.0,37523
558,3,148328.0,12854
339,25,0.0,0
422,27,0.0,2297
682,20,5984.0,23365
452,27,0.0,2313
749,15,196595.0,9100
17,26,343219.0,21095
428,25,0.0,0
732,11,168755.0,21536
366,22,281722.0,14346
531,14,0.0,35
933,11,7807.0,10777
732,15,424475.0,12821
6,14,0.0,2
204,25,0.0,0
356,0,117850.0,11243
764,15,200163.0,9270
987,14,0.0,2
387,20,366363.0,40292
958,3,73678.0,9627
775,21,8041.0,4687
467,11,46058.0,17939
841,15,12373.0,3472
243,11,134080.0,20097
937,21,22692.0,6429
246,14,0.0,33
334,21,702.0,937
607,20,5435.0,23245
636,26,557444.0,27118
323,11,42385.0,17548
161,15,113040.0,7048
607,26,1077.0,999
101,7,542840.0,33959
314,20,158414.0,32318
282,14,0.0,34
796,3,5737.0,2051
908,7,375029.0,29871
927,15,29214.0,4246
528,25,0.0,0
461,11,46035.0,17929
394,24,22.0,113
410,15,122985.0,7399
578,20,169861.0,33493
470,14,0.0,2
606,21,691992.0,39035
161,25,0.0,0
249,26,483940.0,25611
263,25,0.0,0
650,25,0.0,0
738,22,338654.0,14765
932,24,34005.0,3268
9,3,86876.0,10354
193,26,0.0,0
85,22,85895.0,6407
896,14,0.0,3
218,7,202497.0,18530
494,24,17380.0,2531
836,11,55470.0,18802
254,22,93150.0,7153
348,7,564933.0,37806
962,21,366339.0,27371
579,22,304868.0,14525
347,21,172053.0,19284
899,0,31049.0,4828
965,3,15531.0,3969
549,14,0.0,35
363,14,0.0,34
442,26,156.0,388
234,15,357586.0,12378
843,0,445861.0,20508
785,22,140930.0,8897
612,14,0.0,37
313,27,0.0,35
245,25,0.0,0
899,26,17584.0,3672
334,3,1643.0,766
802,3,5847.0,2057
304,26,14.0,145
803,25,0.0,0
204,27,0.0,4553
656,24,23868.0,2651
659,26,175843.0,12967
617,25,0.0,0
558,7,601276.0,38685
536,7,231732.0,21452
191,26,128050.0,11623
797,24,31528.0,3147
929,3,12600.0,2957
512,14,0.0,2
232,15,20.0,109
266,0,112102.0,11036
44,0,311175.0,17432
348,21,611998.0,38428
44,11,117837.0,21402
415,11,0.0,6952
48,0,0.0,0
71,25,0.0,0
194,7,198271.0,18216
418,14,0.0,2
133,25,0.0,0
509,21,182227.0,20281
556,27,244.0,216
249,25,0.0,0
297,14,0.0,34
691,24,181.0,405
771,22,342717.0,14786
968,26,294246.0,17900
177,7,556285.0,35848
877,26,13949.0,3341
478,26,215.0,483
537,22,295646.0,14472
909,11,5928.0,10417
922,27,0.0,3442
975,3,16468.0,4339
949,26,32001.0,4905
361,3,1958.0,960
366,3,131388.0,12489
629,7,255718.0,21767
469,24,67.0,135
689,0,157455.0,12992
996,22,176782.0,11555
660,22,323761.0,14623
269,11,38748.0,17362
405,20,371169.0,40329
495,14,0.0,34
88,21,121649.0,11652
817,27,0.0,496
123,3,0.0,0
503,20,167639.0,33390
435,26,498039.0,26483
503,11,46144.0,17986
822,26,612097.0,27956
229,3,125.0,19
218,15,116715.0,7152
692,3,45938.0,7095
748,25,0.0,0
125,20,339897.0,39556
905,15,23018.0,3958
648,0,416347.0,20188
802,20,7339.0,23546
165,15,355984.0,12124
458,11,46000.0,17922
594,20,414818.0,40993
952,15,221392.0,10306
172,0,0.0,1
62,22,249821.0,12044
491,24,17379.0,2528
545,21,183022.0,20366
321,25,0.0,0
402,21,627259.0,38590
341,11,43297.0,17617
966,0,225749.0,16569
233,11,36387.0,17103
248,11,37403.0,17243
412,3,2395.0,1331
664,21,5742.0,3832
155,3,124962.0,11772
314,3,34217.0,6225
493,15,215.0,1241
460,21,2865.0,2457
828,26,612376.0,27956
301,15,26.0,379
248,25,0.0,0
837,21,763762.0,40037
601,0,2758.0,2144
395,24,16549.0,2449
134,0,350489.0,18990
726,15,424475.0,12821
182,22,91418.0,7017
570,20,406603.0,40895
617,14,0.0,2
122,14,0.0,25
399,20,368864.0,40323
329,0,116661.0,11176
657,7,638968.0,39319
949,24,2004.0,1192
589,26,811.0,888
659,3,44071.0,7036
826,11,2742.0,9621
543,26,525376.0,26767
559,15,990.0,1738
44,21,548582.0,31987
894,0,217433.0,16253
297,21,606418.0,38266
772,20,6760.0,23498
433,3,2537.0,1458
126,0,0.0,0
755,11,52496.0,18424
266,27,0.0,2137
538,0,504.0,1473
195,26,482092.0,25249
701,22,122312.0,7963
464,7,229102.0,21128
497,14,0.0,2
424,14,0.0,2
86,14,0.0,23
659,22,111552.0,7665
368,3,36839.0,6357
119,7,548115.0,34464
655,20,5758.0,23326
165,11,132068.0,23553
39,7,497349.0,32206
508,27,0.0,168
826,22,7458.0,1507
947,7,57354.0,9793
697,14,0.0,2
298,24,2.0,50
398,21,177552.0,19628
296,21,164751.0,18991
4,24,4846.0,1544
149,20,340504.0,39756
539,26,152627.0,12577
637,20,5615.0,23304
750,0,438811.0,20434
25,0,278538.0,17066
444,27,0.0,4781
937,3,12981.0,3037
924,7,377615.0,30298
745,14,0.0,2
207,22,276516.0,13730
221,22,92423.0,7100
29,25,0.0,0
168,24,207253.0,4130
545,24,17654.0,2541
33,21,521360.0,30922
245,27,0.0,2118
688,0,7296.0,3215
140,7,551739.0,35095
995,26,63464.0,6588
332,14,0.0,2
586,14,0.0,2
316,20,3643.0,16117
551,14,0.0,2
752,25,0.0,0
570,7,609120.0,38821
170,3,27671.0,5986
572,11,46487.0,18021
765,27,0.0,5001
649,3,3878.0,1875
311,3,34020.0,6215
87,14,0.0,0
378,24,284964.0,4250
470,0,124426.0,11471
150,14,0.0,0
547,7,2280.0,2930
70,25,0.0,0
245,24,9601.0,2103
205,3,17.0,2
780,24,538883.0,5112
734,27,0.0,2703
59,26,416315.0,22379
749,24,30205.0,3035
617,0,135966.0,11810
889,22,16001.0,2088
212,22,92224.0,7081
531,20,396705.0,40779
288,22,279245.0,14010
746,0,180278.0,14335
299,20,155750.0,32130
324,22,280686.0,14173
441,14,0.0,34
850,22,9203.0,1650
642,14,0.0,38
731,3,48454.0,7242
406,3,2371.0,1327
281,21,161443.0,18819
467,21,180882.0,20091
740,15,193645.0,8939
552,27,0.0,4847
922,11,61496.0,19284
730,26,4215.0,1869
922,24,33871.0,3264
850,15,12888.0,3509
582,25,0.0,0
556,0,932.0,1605
760,24,227.0,594
59,7,519271.0,32718
847,27,0.0,540
584,11,46673.0,18035
268,0,73.0,108
855,15,13489.0,3544
804,11,172292.0,21706
671,11,49109.0,18169
6,25,0.0,0
449,26,150596.0,12480
520,3,2999.0,1690
297,22,279806.0,14010
290,15,119588.0,7247
996,21,416081.0,28780
472,14,0.0,2
894,7,372574.0,29483
133,22,89814.0,6797
304,3,892.0,421
104,0,345875.0,18566
794,0,196437.0,15292
836,20,200772.0,34428
557,20,168762.0,33461
487,26,224.0,509
188,14,0.0,2
675,24,504132.0,4906
257,7,208494.0,19210
342,3,130189.0,12150
158,15,112875.0,7041
409,3,2385.0,1330
359,14,0.0,2
214,26,0.0,0
575,3,41204.0,6880
631,25,0.0,0
851,22,151053.0,10521
947,0,43429.0,5568
215,26,131614.0,11709
131,22,267092.0,12767
727,0,10937.0,3546
800,25,0.0,0
735,7,660828.0,39875
638,21,191479.0,20556
796,25,0.0,0
464,11,46045.0,17937
587,25,0.0,0
573,14,0.0,35
315,3,129170.0,12100
954,14,0.0,5
112,3,25241.0,5824
465,7,581242.0,38290
363,24,267846.0,4232
228,7,560786.0,36706
304,25,0.0,0
142,3,26501.0,5917
345,11,139558.0,20280
127,26,118955.0,11057
941,15,35844.0,4482
53,21,555490.0,32489
604,0,2995.0,2168
215,15,116637.0,7146
967,22,44047.0,3736
652,14,0.0,2
145,22,90347.0,6871
114,3,0.0,0
538,15,620.0,1544
1000,7,419845.0,31443
969,0,53761.0,6193
209,7,200994.0,18420
217,24,0.0,0
236,11,36595.0,17130
130,15,110625.0,6952
939,26,28234.0,4602
686,7,295830.0,22309
430,20,4511.0,22131
934,0,221686.0,16432
499,25,0.0,0
13,22,190460.0,11650
961,25,0.0,0
691,25,0.0,0
895,27,0.0,661
204,22,276516.0,13730
849,22,347632.0,14924
951,24,2164.0,1200
650,11,48352.0,18131
775,24,239.0,617
296,22,93921.0,7215
494,0,124818.0,11498
380,0,122110.0,11309
627,11,164466.0,21224
282,21,604438.0,38166
297,27,0.0,4736
680,15,167657.0,8047
910,27,0.0,3386
687,24,509147.0,4923
885,20,11902.0,23740
43,24,6475.0,1759
724,22,814.0,1103
942,22,163783.0,11269
491,0,124753.0,11493
365,25,0.0,0
22,20,63705.0,25738
292,0,112.0,192
770,3,51155.0,7428
1000,15,233878.0,10450
726,22,336536.0,14744
777,14,0.0,40
910,25,0.0,0
959,22,40968.0,3558
968,21,374256.0,27594
22,22,70430.0,5251
210,27,0.0,4561
852,22,347632.0,14924
999,27,0.0,1269
754,14,0.0,2
651,24,492160.0,4842
676,24,170.0,376
946,20,216338.0,34868
98,25,0.0,0
327,14,0.0,34
524,25,0.0,0
449,11,45929.0,17911
923,3,11987.0,2810
940,25,0.0,0
903,24,759.0,921
825,14,0.0,40
849,14,0.0,41
783,11,170999.0,21646
201,25,0.0,0
307,20,3369.0,14758
981,21,60230.0,8252
470,24,17269.0,2518
19,21,473332.0,30072
415,21,2179.0,2002
803,21,259658.0,22273
362,20,163580.0,32846
869,15,15597.0,3633
488,24,17366.0,2528
665,20,180479.0,33686
529,0,490.0,1418
277,24,0.0,32
974,3,75126.0,9862
469,25,0.0,0
155,26,478062.0,24495
387,21,620944.0,38550
834,21,760818.0,39950
17,7,445745.0,31646
375,21,620944.0,38550
909,0,33256.0,4965
491,15,124341.0,7455
131,0,350122.0,18956
644,7,263258.0,21862
889,24,413.0,861
281,14,0.0,2
465,14,0.0,34
139,27,0.0,1865
572,3,41151.0,6878
947,25,0.0,0
898,11,58947.0,19138
324,3,129383.0,12128
32,3,21301.0,5379
38,3,21744.0,5422
289,20,2596.0,11267
176,3,27826.0,5989
94,14,0.0,2
73,15,103395.0,6717
1000,0,239575.0,16754
745,20,6471.0,23457
476,21,181134.0,20122
655,27,375.0,361
984,27,0.0,3754
17,15,253196.0,10527
971,11,11946.0,11693
54,0,0.0,0
886,3,63244.0,8359
707,7,312575.0,22740
198,25,0.0,0
92,27,0.0,4191
736,26,4427.0,1931
495,25,0.0,0
343,21,798.0,1021
460,24,61.0,134
815,26,262053.0,15446
428,15,123311.0,7415
839,20,201677.0,34440
705,26,590182.0,27442
656,3,43958.0,7034
67,7,158991.0,14196
368,24,16147.0,2381
333,20,355206.0,40200
380,26,147876.0,12312
145,0,103097.0,10519
574,24,93.0,170
580,3,3311.0,1758
950,21,354107.0,26851
176,22,91239.0,7001
368,14,0.0,2
679,27,414.0,385
726,20,439539.0,41657
335,26,144357.0,12188
434,11,45837.0,17883
541,15,666.0,1575
635,14,0.0,2
73,26,108182.0,9650
691,27,436.0,402
714,7,657106.0,39772
186,7,557669.0,36129
645,24,487409.0,4820
518,24,17487.0,2537
33,7,479530.0,31997
410,20,165895.0,33174
403,27,0.0,96
837,26,613655.0,27999
918,14,0.0,3
180,25,0.0,0
468,24,369939.0,4439
777,7,666170.0,40171
68,22,249821.0,12044
819,15,430415.0,12928
803,7,356764.0,26309
801,0,443503.0,20501
185,25,0.0,0
809,26,259733.0,15323
696,22,331008.0,14670
158,0,103778.0,10598
668,11,48906.0,18165
679,21,6032.0,3975
952,27,0.0,3606
977,25,0.0,0
932,27,0.0,3487
451,20,4572.0,22428
239,0,111152.0,10956
621,27,0.0,4900
384,21,620944.0,38550
382,24,15.0,111
996,11,78396.0,20183
991,14,0.0,2
13,25,0.0,0
154,14,0.0,2
728,11,51092.0,18298
748,20,6496.0,23461
209,11,34183.0,16838
958,0,225055.0,16533
416,20,166084.0,33197
941,24,1739.0,1157
970,7,385257.0,30911
685,3,4175.0,1919
838,20,8208.0,23604
317,0,116289.0,11142
397,0,224.0,701
657,20,427566.0,41323
800,11,54207.0,18647
993,26,62557.0,6512
819,14,0.0,40
11,27,0.0,3876
56,7,514681.0,32603
365,0,118075.0,11276
744,20,441577.0,41738
512,7,230714.0,21393
701,14,0.0,2
417,3,135399.0,12513
407,15,122905.0,7396
714,3,157559.0,13177
409,14,0.0,2
515,21,182286.0,20281
724,7,13554.0,6037
954,21,359105.0,27011
534,24,416338.0,4592
131,26,473600.0,23981
215,11,34955.0,16909
630,14,0.0,38
599,20,171714.0,33514
311,22,94211.0,7236
449,3,38856.0,6613
288,15,358649.0,12420
214,20,10.0,56
454,24,55.0,130
97,20,94058.0,27922
246,7,560963.0,36923
696,21,723380.0,39406
635,3,43159.0,6984
365,26,146842.0,12257
924,25,0.0,0
922,22,159961.0,11107
835,26,9528.0,2774
386,0,122197.0,11326
528,15,379284.0,12526
611,24,19617.0,2569
878,25,0.0,0
354,22,281415.0,14346
935,21,22303.0,6399
729,15,424475.0,12821
513,25,0.0,0
687,22,329468.0,14670
311,14,0.0,2
263,24,10254.0,2128
665,7,278781.0,22060
340,15,42.0,596
841,26,9996.0,2828
640,3,3806.0,1858
657,24,495624.0,4852
941,25,0.0,0
892,21,303623.0,25067
906,25,0.0,0
545,14,0.0,2
469,26,193.0,468
708,26,591613.0,27481
304,20,3254.0,14253
802,24,267.0,675
246,15,357815.0,12396
954,22,165842.0,11272
209,24,8724.0,2080
511,27,0.0,170
792,7,667508.0,40281
49,15,97269.0,6514
314,15,120480.0,7277
506,27,0.0,2351
590,14,0.0,2
659,0,149020.0,12375
693,7,652777.0,39632
145,27,0.0,1890
562,21,3982.0,3069
874,7,370336.0,29065
224,26,132493.0,11747
450,0,370566.0,19734
211,3,34.0,2
723,14,0.0,40
344,26,145150.0,12203
892,11,58315.0,19087
809,20,197847.0,34319
479,22,96077.0,7359
319,24,6.0,73
266,24,10393.0,2129
901,7,36344.0,8881
853,22,9372.0,1668
625,7,6892.0,3921
346,11,0.0,4591
287,7,212830.0,19548
559,20,5133.0,23094
756,27,0.0,5001
935,14,0.0,2
673,21,5940.0,3929
943,0,42675.0,5494
864,24,32717.0,3211
400,21,1993.0,1836
242,3,30441.0,6092
908,21,315572.0,25643
817,3,6091.0,2085
41,25,0.0,0
832,25,0.0,0
882,21,297231.0,24763
255,15,357973.0,12399
310,11,0.0,2642
423,7,574473.0,38198
299,11,41044.0,17469
343,26,63.0,204
682,3,4166.0,1918
458,20,166993.0,33321
261,25,0.0,0
702,24,517480.0,4955
73,22,83600.0,6277
956,25,0.0,0
567,3,149185.0,12887
926,26,283420.0,16967
496,25,0.0,0
812,27,0.0,2962
616,0,3493.0,2352
4,22,62169.0,4735
391,25,0.0,0
708,22,334177.0,14744
472,24,67.0,135
513,27,0.0,4816
863,14,0.0,2
777,24,537522.0,5104
337,26,54.0,195
859,7,25737.0,7729
393,0,365752.0,19700
379,25,0.0,0
608,14,0.0,2
332,11,42815.0,17588
7,14,0.0,18
227,25,0.0,0
576,21,674693.0,38959
712,24,192.0,439
898,24,33425.0,3241
483,0,375643.0,19776
850,20,8719.0,23634
879,3,8503.0,2285
511,21,3486.0,2804
854,14,0.0,3
969,21,51467.0,7777
217,14,0.0,0
951,21,25304.0,7022
730,24,201.0,487
302,21,165485.0,18991
463,27,0.0,134
894,24,33306.0,3237
487,20,4754.0,22763
8,15,76727.0,5853
560,20,168891.0,33470
917,20,19105.0,23908
306,3,128816.0,12036
415,25,0.0,0
852,24,553429.0,5217
247,0,50.0,49
673,7,9540.0,4904
384,15,361133.0,12457
154,0,103517.0,10581
678,7,646640.0,39472
181,14,0.0,0
106,26,115888.0,10812
257,20,145459.0,31444
23,21,483435.0,30435
394,26,111.0,301
923,14,0.0,2
336,0,363767.0,19654
662,21,195668.0,20614
920,20,211657.0,34747
49,7,148379.0,13250
397,14,0.0,2
832,21,9858.0,5005
61,27,0.0,1620
828,20,453830.0,42072
765,15,426678.0,12853
137,11,131515.0,23157
401,25,0.0,0
305,11,41267.0,17490
382,7,21.0,1557
254,11,37987.0,17301
644,21,192529.0,20580
408,26,493707.0,26380
907,27,0.0,718
30,20,68610.0,26017
872,21,292206.0,24164
787,0,15871.0,3932
758,21,236469.0,21471
281,11,39684.0,17408
630,0,412043.0,20124
626,3,42755.0,6963
221,25,0.0,0
565,3,3241.0,1744
868,25,0.0,0
988,0,229647.0,16681
668,21,197370.0,20648
97,22,87433.0,6526
294,24,217376.0,4184
143,25,0.0,0
872,20,204763.0,34554
902,0,218720.0,16301
618,7,624512.0,39050
34,26,95359.0,8391
635,21,191370.0,20556
695,25,0.0,0
320,11,42256.0,17541
209,14,0.0,2
882,25,0.0,0
272,3,32040.0,6143
412,21,2172.0,1987
998,11,79345.0,20221
772,3,5325.0,2025
792,25,0.0,17
556,20,5116.0,23085
110,15,348078.0,11558
130,24,7822.0,1966
570,15,389715.0,12568
963,26,38945.0,5400
879,24,377.0,829
904,22,157654.0,11072
91,21,122148.0,11659
118,22,89017.0,6688
978,14,0.0,8
801,3,160271.0,13316
722,3,47962.0,7212
151,0,103411.0,10568
333,24,241207.0,4197
273,7,561826.0,37332
677,7,288950.0,22220
394,7,22.0,1668
550,20,5078.0,23074
969,15,52581.0,5013
409,24,31.0,117
201,14,0.0,31
478,24,67.0,135
154,22,90604.0,6913
744,21,740043.0,39576
753,25,0.0,17
490,14,0.0,2
448,24,55.0,130
383,20,164775.0,33030
287,24,12182.0,2166
532,3,3070.0,1701
763,22,3087.0,1240
916,22,159961.0,11107
560,21,183536.0,20411
597,26,545270.0,26952
900,0,218361.0,16289
276,0,362196.0,19606
18,21,86592.0,9627
409,11,0.0,6812
707,22,123551.0,8056
1,14,0.0,14
563,0,127432.0,11606
113,25,0.0,0
522,3,145178.0,12771
804,24,545042.0,5154
586,0,2154.0,1940
398,27,0.0,2279
404,21,178055.0,19709
365,21,173972.0,19428
657,21,707809.0,39220
928,24,33961.0,3266
868,22,153656.0,10732
595,25,0.0,0
80,15,325699.0,11202
961,3,15382.0,3871
956,26,291123.0,17696
845,22,150127.0,9474
444,3,137696.0,12567
293,26,140137.0,12041
271,26,9.0,72
766,20,6711.0,23488
776,11,53253.0,18527
926,22,161411.0,11223
558,20,404431.0,40873
567,14,0.0,35
882,27,0.0,3248
909,24,892.0,952
376,14,0.0,2
843,24,551501.0,5211
753,7,663914.0,40025
473,27,0.0,2323
500,24,17414.0,2532
671,7,284694.0,22151
24,27,0.0,1449
777,3,159607.0,13272
312,11,137217.0,20219
508,24,78.0,140
920,25,0.0,0
6,7,104957.0,10971
273,21,604438.0,38166
868,3,59992.0,8108
418,3,2442.0,1392
730,0,11028.0,3564
576,14,0.0,35
310,27,0.0,34
29,11,107589.0,20939
34,14,0.0,2
546,15,383805.0,12545
618,15,401693.0,12653
710,25,0.0,0
368,26,146934.0,12276
678,27,0.0,4953
372,22,282016.0,14380
397,24,28.0,114
579,3,150137.0,12917
942,27,0.0,3545
185,24,8396.0,2061
987,27,0.0,1204
840,21,763762.0,40037
867,0,25741.0,4478
931,0,38606.0,5268
941,21,23713.0,6671
297,24,217376.0,4184
857,26,11228.0,2952
462,26,503844.0,26534
782,21,248759.0,21820
628,3,3699.0,1851
803,14,0.0,2
930,27,0.0,3487
522,11,159043.0,20944
804,3,160304.0,13316
231,24,209717.0,4159
853,15,13213.0,3535
198,14,0.0,31
624,7,631925.0,39173
758,26,241408.0,14341
12,24,5353.0,1599
438,25,0.0,0
190,24,0.0,0
837,14,0.0,40
662,15,157083.0,7931
198,22,275786.0,13730
358,0,179.0,500
504,20,390042.0,40694
622,15,2504.0,2343
873,21,12073.0,5275
12,11,18413.0,13115
182,14,0.0,2
167,22,90982.0,6965
916,7,376710.0,30162
103,15,107462.0,6850
870,24,32827.0,3218
408,21,627259.0,38590
450,14,0.0,34
316,25,0.0,0
764,20,192314.0,34091
387,3,132865.0,12518
970,15,223719.0,10351
521,25,0.0,0
194,3,28633.0,6036
219,0,360047.0,19502
172,24,0.0,0
390,21,620944.0,38550
528,11,159206.0,20953
717,15,420791.0,12794
575,7,236132.0,21560
739,27,477.0,433
877,3,8419.0,2285
794,25,0.0,0
924,20,212584.0,34775
839,25,0.0,0
696,11,167087.0,21390
352,25,0.0,0
519,27,0.0,4816
839,24,32268.0,3195
26,20,66240.0,25878
448,20,4558.0,22397
334,24,8.0,81
871,11,3720.0,9977
286,15,25.0,311
430,14,0.0,2
630,15,404721.0,12684
872,26,273415.0,16322
665,25,0.0,0
928,14,0.0,3
815,0,199459.0,15581
168,3,125603.0,11810
12,14,0.0,2
528,27,0.0,4834
468,21,645047.0,38657
690,21,723380.0,39406
970,20,229524.0,35045
837,15,431219.0,12945
281,20,151727.0,31861
858,27,0.0,3118
36,27,0.0,1507
135,14,0.0,0
313,7,10.0,838
473,25,0.0,0
986,7,394098.0,31209
797,21,256328.0,21945
348,11,139874.0,20292
234,24,210076.0,4159
743,7,334642.0,23845
512,15,124883.0,7473
264,20,345319.0,40098
695,0,159934.0,13124
678,11,166243.0,21342
636,11,164466.0,21224
946,14,0.0,3
560,7,233920.0,21525
355,24,12.0,91
328,25,0.0,0
558,24,431379.0,4644
727,24,198.0,476
552,14,0.0,35
775,15,7976.0,3188
50,7,506561.0,32389
37,15,285664.0,10690
705,27,0.0,4968
849,20,457036.0,42192
258,26,484211.0,25647
920,24,33853.0,3262
255,20,344249.0,40088
623,24,20333.0,2579
591,27,0.0,4884
951,14,0.0,2
428,24,17041.0,2493
729,22,337658.0,14765
240,27,0.0,4706
888,26,276062.0,16509
600,14,0.0,37
664,7,8791.0,4727
